F.sanfranciscensis,L.brevis,L.plantarum,C.paralimentarius,A.malorum,S.cerevisiae,W.anomalus,K.humilis,K.servazzii
1.7330291208060303e-08,4.384361107465762e-17,363.68264501194056,44660.4301932417,88061844.34270778,1428718.0500855127,23.744697232737252,2028003.0748435254,6.09328234100575e-07
8.661969720734437e-06,5353145.214381937,204.4176124589183,10705.801946853673,74691446.19611955,2434765.724208962,2.4700462955580775e-12,2420071.4931227253,3.186839128748625e-05
1.4152204214448845e-14,6.657760987208136e-12,11.694063169837808,14198222.026169708,96614546.82948443,0.019660903528733432,8542.398145417186,3.5298730950500214e-16,3.6442249261193844e-07
4.137881566755206e-11,4634515.412910465,1.7184107533575053,14388453.797886556,93379262.76978391,9.545875292778938,4.306917739457687e-07,1.3234625708980474e-10,1.2958507946508533e-06
2.380669023653817e-06,2668660.498330101,412.1714615273879,12.899209171093554,92108936.95798296,20084.175082413476,12193569.270483227,1.2078448144008154e-15,2.685200496369978e-51
1049704.9411817691,5052553.647101888,0.017285699566255905,184528.2179114693,85645352.95842749,3113592.7766093616,2.905283544573196e-28,9.993568343657183e-09,1.2998601121276044e-06
5.338794451523758e-07,5415080.945474688,535.8869619337631,2574.523344321025,35540902.00097707,8.509976077072932e-08,14829482.887861248,6817.757228212346,0.00035111511393168574
3796038.172719773,1.7196710069763855e-24,2.3474053621942474e-20,12039924.870234376,17209037.15960533,558072.1830603416,7.887396506925077e-92,3.9252986834562013e-07,1.0951504573037924e-37
9.014220984807832e-07,2872791.2893381715,548768.7132234935,623.483226653741,92214208.17571285,2.3693824561632828e-05,23.27590074514611,1908905.801298693,1.7940351926243524e-32
819.0423581202288,6898597.18370588,92553.6827498694,5748.900377266134,79944785.67768618,4.014983168210607,9.839156131792326e-14,2480572.501575468,0.0002912239622660298
4.918980726089541e-07,3581517.830680793,542.366679785364,9332610.170390582,48026106.2456643,4076328.596802991,68150.06635819854,2.356522464458751e-10,0.001161520110597374
3.3383307945613905,8941587.633250464,9.156867616400323,13731611.92532415,46152575.24025305,4574323.394277008,5.334829699469095e-07,6.010336572064629e-16,210.87775327649425
5.298459512098549e-07,6586628.97365798,4449123.7515829,5647496.02823475,89.88310950642182,0.01169592440453603,4140939.9288291833,126.54591053685414,2671755.502157774
6999963.082298504,6.428305489098739e-31,3.3020939846410567e-19,7418912.011270024,0.40729715681092826,25237.606911083094,1.1901880793282519e-102,5.544529547444299e-07,2.0492393708262493e-17
4.665063661712291e-07,5574713.407174263,16707768.24839057,1.305398611879888,35416416.274518825,0.004823877219148433,7676074.749284306,2.175863744784579e-08,2.563304561156162e-26
1896830.8960106715,3594230.6149768666,38133.52645914484,1803374.3751907907,65359390.28881675,18.946362422264336,6.582063397207126e-38,3.5676213915252216e-07,3.41054918896668e-31
5.984210785029165e-08,23745.978355026353,13858295.539461344,10273401.534525152,2.19451431060094e-07,3734007.473549783,3439408.47509822,0.0017242581746274317,1118232.9781648864
6371895.229199021,3.291313406534987e-68,3.285229224991777e-13,14831482.27054165,0.07256638130343021,4755011.728572077,1.0470944209796717e-92,5.821438419219287e-07,3.4628553723340167e-20
4.758418617529897e-07,0.00010848909315194484,22162894.473474603,16594.134685831763,51929609.0333377,5.930356788722449e-06,258.9233188860688,1967141.9437613012,4.879980705826408e-17
4.840469070118696e-07,8062085.231935639,18737777.68907496,383.908809097794,63003569.106917575,238.9163877558168,1.570572972788119e-11,2629585.171452544,5.154071775335627e-06
1097509.5411958583,3.82713312071156e-07,118377.51043719338,11920009.4755723,523518.18525996787,1.0243816959868523e-77,9637829.274597924,2.8143820959786253e-77,1118573.8780182058
2398294.6075529917,5.4407199181987635e-33,4.977129190828413e-05,12538243.386938632,805573.1403589459,1164469.4350507255,6.76896862919319e-34,6.405150550530371e-07,469772.2258910278
1.848970324658774e-07,2771581.918765432,3232238.239967124,154641.80066926734,62141672.74703923,28.468053419172712,51.163718674910214,2.501641552388712e-10,0.04776324921697444
0.003363010370783683,8693110.786750117,705130.4644768406,1108256.8154075332,58825773.68515807,8.918744018315802,6.5184037293322e-05,1.020761711924909e-09,820074.1825335583
51.96014338500575,1.3387858061782226e-32,0.12254665966585428,7065855.154251067,86787392.50267051,1.292455888597324e-22,12931315.670345347,3.721037995506729e-25,6.056761210719873e-07
265337.20074131334,649072.3230128805,561.6199052916209,7506886.434572466,88584074.21773714,1063.3843844772784,0.03809204819407569,4.4800344898338217e-07,6.876918297782622e-09
5.425002065677776e-07,660779.8311806143,12263741.359835338,6832924.971990969,0.38654416676039083,35.168152169687815,70205.46920656918,2935583.661697248,1004503.1244961496
6998344.278878845,1.1907206501871648e-71,6.345637700588158e-19,7418936.865630329,3.4924294577346816e-05,3798624.8494123667,1.2504126796834732e-62,3.2832636856811435e-07,2.507220187263561e-19
1.9033372810044925e-06,2359350.3252540138,19165.917886367173,6917245.470360913,439.00959587746735,57.63045067591871,4.752588095782222,78.21333129054558,3623606.632501891
1709260.5881462076,8.790649777372574e-08,0.0223340050838153,7477332.303445837,3.4357656771502667e-06,27756.299210840873,1.7996897242413214e-28,1.0956981141848724e-06,1948101.5767100747
6.920078408640041e-07,2750240.4854195514,6148.30354188378,555.5327012247085,90413756.35668953,0.007840800200622337,12186901.497725619,2.078702322579452e-15,1.9826646374271803e-23
786509.0998818419,5546571.361752179,1.8038525517497637,166512.34402179188,91646538.85111086,235.9533671712445,3.778392381556691e-25,2.00911186454924e-24,5.387734713542295e-12
0.29785175829514077,56693.23869524094,61.52246435954468,7370451.654255604,39.365137331120586,1.2038024389970719e-06,13220801.376348121,4.0569966504600705,1533980.0398781444
2256067.0644192407,9.94634923246137e-11,0.21120890509156892,7500530.746326994,3.516637064255559e-05,3939226.420019021,2.1775835191200965e-14,4.018260370139155e-07,280449.41372000205
7.233927720826541e-07,6424142.920084204,322885.31375034375,10964630.213231586,178970.02377056144,326577.0934989306,4986673.987575835,0.03150540711294298,2408207.032019951
7703034.298975662,1.5295472213566323e-55,4.021442327023248e-33,14776433.960342946,14.477889603626569,3774106.9710355946,4.6069739196313924e-138,8.107712901234738e-07,1.6547102616225228e-34
12.477822944487423,6.541542668607764e-36,1289662.3960331026,169661.04545516532,91107111.11484757,0.000192763784295556,3.843065018390621,1925572.7538130481,2.0518809390259325e-06
233.77699730330096,5402254.707211358,1132728.847548872,45557.7003802752,79138480.84569268,262.78950541373774,7.041067369037488e-13,2489944.943500876,1.902970330279444e-15
2925.6336441886783,3.7865600701685634e-21,121.51660051560116,120893.40289127163,108526305.31180744,450.4418879907344,239707.1976672277,1588647.574667635,1.2180038679070937e-06
88712.27522014496,4111294.705321458,4.017915860076579,253458.92634714223,89257877.01867178,2581632.3413780704,5.262491134037837e-13,1797402.5692461003,1.9700743122336544e-10
6.393509707092065e-11,7.950382204071863e-08,11570158.37323532,28217.11562365843,65716220.861484975,2.3633533716800773e-06,11249531.904151991,2072569.1553033923,3.2322969611254153e-07
5.87577893400555e-07,4793838.099320928,20554717.913994636,45.019183062143895,53097748.69491424,92.08294443974069,0.018221246140842043,2919154.593588696,1.916829917322672e-18
308282.3157045879,6.35933137220783e-07,1353462.7143640507,7240128.840129039,60104430.270256154,1.1740266295685184e-19,0.00013940748217285256,2.155690863237622e-37,1.9126873531139864e-08
934203.4219929882,68.31328221027323,3.4327976810441267,7530467.441800334,61986821.90453614,118056.23673479079,9.841572199901522e-22,3.730185557132306e-07,0.0077647419507833205
1.1958589552079598e-14,2.0110447216602633e-18,3.759505718997854e-05,14092584.681514468,78210969.71922588,9.437002483789795e-19,12881676.863435483,1449122.8074797408,5.98744416084593e-07
